driver,system:index,.geo
Permanent Agriculture,1_1_1_1_2_2592,"{""type"":""Point"",""coordinates"":[117.12355916093189,3.2555098325919904]}"
Permanent Agriculture,1_1_1_1_2_2596,"{""type"":""Point"",""coordinates"":[113.93290740286892,-1.5853090433283406]}"
Permanent Agriculture,1_1_1_1_2_2605,"{""type"":""Point"",""coordinates"":[118.43487498636445,1.105014751706752]}"
Permanent Agriculture,1_1_1_1_2_2609,"{""type"":""Point"",""coordinates"":[111.67689149198691,0.9816999103678101]}"
Permanent Agriculture,1_1_1_1_2_2620,"{""type"":""Point"",""coordinates"":[115.34301449239823,-0.10122322446038243]}"
Permanent Agriculture,1_1_1_1_2_2624,"{""type"":""Point"",""coordinates"":[115.42549774722352,0.4459938381518889]}"
Permanent Agriculture,1_1_1_1_2_2628,"{""type"":""Point"",""coordinates"":[117.21575328977475,2.2098657248592044]}"
Permanent Agriculture,1_1_1_1_2_2639,"{""type"":""Point"",""coordinates"":[115.14227823532443,-2.1031184678037413]}"
Permanent Agriculture,1_1_1_1_2_2640,"{""type"":""Point"",""coordinates"":[111.60691790741224,-1.9395752161143165]}"
Permanent Agriculture,1_1_1_1_2_2666,"{""type"":""Point"",""coordinates"":[111.4462268383161,-1.7886119293060767]}"
Permanent Agriculture,1_1_1_1_2_2670,"{""type"":""Point"",""coordinates"":[114.1361718958526,0.04394655765760686]}"
Permanent Agriculture,1_1_1_1_2_2672,"{""type"":""Point"",""coordinates"":[111.2174732282711,-2.1817061402884934]}"
Permanent Agriculture,1_1_1_1_2_2682,"{""type"":""Point"",""coordinates"":[111.443269977614,-1.8738210120664671]}"
Permanent Agriculture,1_1_1_1_2_2683,"{""type"":""Point"",""coordinates"":[112.7579212264549,-1.5933233674897447]}"
Permanent Agriculture,1_1_1_1_2_2694,"{""type"":""Point"",""coordinates"":[116.30381703662533,-2.5100917224333923]}"
Permanent Agriculture,1_1_1_1_2_2698,"{""type"":""Point"",""coordinates"":[110.37067245720044,-1.0790097409046662]}"
Permanent Agriculture,1_1_1_1_2_2701,"{""type"":""Point"",""coordinates"":[115.71713380033704,-0.93174999492598]}"
Permanent Agriculture,1_1_1_1_2_2708,"{""type"":""Point"",""coordinates"":[116.84341398501691,2.354985621982245]}"
Permanent Agriculture,1_1_1_1_2_2722,"{""type"":""Point"",""coordinates"":[111.5912447658208,-2.636319996447072]}"
Permanent Agriculture,1_1_1_1_2_2735,"{""type"":""Point"",""coordinates"":[111.86399903915533,0.516974597765839]}"
Permanent Agriculture,1_1_1_1_2_2737,"{""type"":""Point"",""coordinates"":[117.23627031602881,4.165489338355174]}"
Permanent Agriculture,1_1_1_1_2_2745,"{""type"":""Point"",""coordinates"":[111.49407579122659,-2.3835348130111336]}"
Permanent Agriculture,1_1_1_1_2_2768,"{""type"":""Point"",""coordinates"":[111.75632406679706,-1.3775144464166904]}"
Permanent Agriculture,1_1_1_1_2_2782,"{""type"":""Point"",""coordinates"":[110.3321590936153,-0.7329336919320797]}"
Permanent Agriculture,1_1_1_1_2_2802,"{""type"":""Point"",""coordinates"":[117.79219892113397,1.0052622793874955]}"
Permanent Agriculture,1_1_1_1_2_2807,"{""type"":""Point"",""coordinates"":[112.25071421788586,-2.197586022710436]}"
Permanent Agriculture,1_1_1_1_2_2808,"{""type"":""Point"",""coordinates"":[109.48434686290722,1.582041558642638]}"
Permanent Agriculture,1_1_1_1_2_2833,"{""type"":""Point"",""coordinates"":[116.68677675067055,3.927872908961673]}"
Permanent Agriculture,1_1_1_1_2_2848,"{""type"":""Point"",""coordinates"":[115.58734419834185,0.0714472652465279]}"
Permanent Agriculture,1_1_1_1_2_2851,"{""type"":""Point"",""coordinates"":[111.3450982036108,-2.1711218417573583]}"
Permanent Agriculture,1_1_1_1_2_2871,"{""type"":""Point"",""coordinates"":[117.97059923241368,1.3732443670498269]}"
Permanent Agriculture,1_1_1_1_2_2886,"{""type"":""Point"",""coordinates"":[109.43602520508503,-0.44671952574993157]}"
Permanent Agriculture,1_1_1_1_2_2891,"{""type"":""Point"",""coordinates"":[114.1973806183998,-0.623640400118135]}"
Permanent Agriculture,1_1_1_1_2_2893,"{""type"":""Point"",""coordinates"":[116.00692780593714,-0.20133139206527925]}"
Permanent Agriculture,1_1_1_1_2_2904,"{""type"":""Point"",""coordinates"":[115.61693180700675,-0.00827775233064426]}"
Permanent Agriculture,1_1_1_1_2_2917,"{""type"":""Point"",""coordinates"":[111.57280272488347,0.4769934836641935]}"
Permanent Agriculture,1_1_1_1_2_2930,"{""type"":""Point"",""coordinates"":[111.55108386169283,-1.9099175970251354]}"
Permanent Agriculture,1_1_1_1_2_2935,"{""type"":""Point"",""coordinates"":[113.4883829174738,-0.5126772371077045]}"
Permanent Agriculture,1_1_1_1_2_2938,"{""type"":""Point"",""coordinates"":[112.90392560949846,-1.5479115652563682]}"
Permanent Agriculture,1_1_1_1_2_2949,"{""type"":""Point"",""coordinates"":[110.83039238045767,-2.1293725479162364]}"
Permanent Agriculture,1_1_1_1_2_2953,"{""type"":""Point"",""coordinates"":[118.72317962576108,1.2169444351538823]}"
Permanent Agriculture,1_1_1_1_2_2958,"{""type"":""Point"",""coordinates"":[113.84820129190331,-1.3205990453071341]}"
Permanent Agriculture,1_1_1_1_2_2984,"{""type"":""Point"",""coordinates"":[114.84439156748944,-1.9217642103706134]}"
Permanent Agriculture,1_1_1_1_2_2999,"{""type"":""Point"",""coordinates"":[113.19408787660124,-1.3194681452741268]}"
Permanent Agriculture,1_1_1_1_2_3003,"{""type"":""Point"",""coordinates"":[113.93692003536124,-1.5441996718648165]}"
Permanent Agriculture,1_1_1_1_2_3014,"{""type"":""Point"",""coordinates"":[112.15231175218157,-2.2091860723391106]}"
Permanent Agriculture,1_1_1_1_2_3023,"{""type"":""Point"",""coordinates"":[114.04372258928164,-1.1237218503131292]}"
Permanent Agriculture,1_1_1_1_2_3035,"{""type"":""Point"",""coordinates"":[110.09119404860921,-1.0287189430129087]}"
Permanent Agriculture,1_1_1_1_2_3047,"{""type"":""Point"",""coordinates"":[114.66180606974255,-0.35071671050359676]}"
Permanent Agriculture,1_1_1_1_2_3052,"{""type"":""Point"",""coordinates"":[111.55458166670175,-0.0478675605821507]}"
Permanent Agriculture,1_1_1_1_2_3054,"{""type"":""Point"",""coordinates"":[114.02745611410693,-0.8787321365594172]}"
Permanent Agriculture,1_1_1_1_2_3056,"{""type"":""Point"",""coordinates"":[117.378029486567,4.181987781776858]}"
Permanent Agriculture,1_1_1_1_2_3057,"{""type"":""Point"",""coordinates"":[110.61037041763456,-1.4124861737935637]}"
Permanent Agriculture,1_1_1_1_2_3061,"{""type"":""Point"",""coordinates"":[117.50620423016582,2.883256843670697]}"
Permanent Agriculture,1_1_1_1_2_3109,"{""type"":""Point"",""coordinates"":[112.8133801924118,0.5944246404179381]}"
Permanent Agriculture,1_1_1_1_2_3112,"{""type"":""Point"",""coordinates"":[109.37823329963193,1.3349453634673327]}"
Permanent Agriculture,1_1_1_1_2_3114,"{""type"":""Point"",""coordinates"":[114.39163079090487,-1.084223985171755]}"
Permanent Agriculture,1_1_1_1_2_3116,"{""type"":""Point"",""coordinates"":[110.22346005184238,-0.9116273248252622]}"
Permanent Agriculture,1_1_1_1_2_3134,"{""type"":""Point"",""coordinates"":[111.80192053578168,-2.6970725906096824]}"
Permanent Agriculture,1_1_1_1_2_3152,"{""type"":""Point"",""coordinates"":[114.16344349642065,-1.052079231889844]}"
Permanent Agriculture,1_1_1_1_2_3159,"{""type"":""Point"",""coordinates"":[111.6135270328258,0.11413278955405255]}"
Permanent Agriculture,1_1_1_1_2_3214,"{""type"":""Point"",""coordinates"":[116.63843797828478,3.462889365708932]}"
Permanent Agriculture,1_1_1_1_2_3225,"{""type"":""Point"",""coordinates"":[115.17431792336666,-0.9396709996926932]}"
Permanent Agriculture,1_1_1_1_2_3237,"{""type"":""Point"",""coordinates"":[112.98440382508379,-1.3550761972221317]}"
Permanent Agriculture,1_1_1_1_2_3269,"{""type"":""Point"",""coordinates"":[116.17208433138855,-1.4532127507627115]}"
Permanent Agriculture,1_1_1_1_2_3271,"{""type"":""Point"",""coordinates"":[111.09168114917914,-1.2972454557561366]}"
Permanent Agriculture,1_1_1_1_2_3273,"{""type"":""Point"",""coordinates"":[109.32861791381065,1.1477968282110447]}"
Permanent Agriculture,1_1_1_1_2_3278,"{""type"":""Point"",""coordinates"":[112.16248271466358,-2.2662983075203833]}"
Permanent Agriculture,1_1_1_1_2_3280,"{""type"":""Point"",""coordinates"":[109.46207982334826,-0.5246764314761675]}"
Permanent Agriculture,1_1_1_1_2_3294,"{""type"":""Point"",""coordinates"":[109.41036128861506,1.617397877637823]}"
Permanent Agriculture,1_1_1_1_2_3296,"{""type"":""Point"",""coordinates"":[110.17937896659771,-1.8382910758999778]}"
Permanent Agriculture,1_1_1_1_2_3324,"{""type"":""Point"",""coordinates"":[116.04564525429305,-3.3465068069081463]}"
Permanent Agriculture,1_1_1_1_2_3327,"{""type"":""Point"",""coordinates"":[111.58615629686852,-2.1766087903366302]}"
Permanent Agriculture,1_1_1_1_2_3330,"{""type"":""Point"",""coordinates"":[109.21536621985132,0.26339677639122916]}"
Permanent Agriculture,1_1_1_1_2_3349,"{""type"":""Point"",""coordinates"":[117.25283433217568,3.2779212742892825]}"
Permanent Agriculture,1_1_1_1_2_3353,"{""type"":""Point"",""coordinates"":[111.46893457802622,-2.135322928372567]}"
Permanent Agriculture,1_1_1_1_2_3356,"{""type"":""Point"",""coordinates"":[114.95389984535942,-3.636145730341042]}"
Permanent Agriculture,1_1_1_1_2_3384,"{""type"":""Point"",""coordinates"":[115.64222456714162,-1.5970233071398146]}"
Permanent Agriculture,1_1_1_1_2_3394,"{""type"":""Point"",""coordinates"":[112.96497565618124,-1.7438279618366572]}"
Permanent Agriculture,1_1_1_1_2_3402,"{""type"":""Point"",""coordinates"":[117.70069304766193,3.8306625645204426]}"
Permanent Agriculture,1_1_1_1_2_3405,"{""type"":""Point"",""coordinates"":[116.88719328460216,3.69187574074139]}"
Permanent Agriculture,1_1_1_1_2_3406,"{""type"":""Point"",""coordinates"":[113.70108298276602,-0.8042576518067708]}"
Permanent Agriculture,1_1_1_1_2_3417,"{""type"":""Point"",""coordinates"":[112.55446991137546,-1.5754063511774]}"
Permanent Agriculture,1_1_1_1_2_3464,"{""type"":""Point"",""coordinates"":[110.1984737847497,-0.9268720348805414]}"
Permanent Agriculture,1_1_1_1_2_3482,"{""type"":""Point"",""coordinates"":[114.39839969179546,-0.5307909827365658]}"
Permanent Agriculture,1_1_1_1_2_3486,"{""type"":""Point"",""coordinates"":[109.6255480167794,1.1638551822748786]}"
Permanent Agriculture,1_1_1_1_2_3494,"{""type"":""Point"",""coordinates"":[113.86495073894079,-3.052757036525177]}"
Permanent Agriculture,1_1_1_1_2_3511,"{""type"":""Point"",""coordinates"":[117.41375434844667,-0.5981749393429712]}"
Permanent Agriculture,1_1_1_1_2_3535,"{""type"":""Point"",""coordinates"":[111.48090361545222,-2.1212795511323606]}"
Permanent Agriculture,1_1_1_1_2_3540,"{""type"":""Point"",""coordinates"":[118.48564265236963,1.3594098390550469]}"
Permanent Agriculture,1_1_1_1_2_3547,"{""type"":""Point"",""coordinates"":[112.87928858483937,-1.515462624958647]}"
Permanent Agriculture,1_1_1_1_2_3554,"{""type"":""Point"",""coordinates"":[116.04855718810637,-0.4168474996000397]}"
Permanent Agriculture,1_1_1_1_2_3556,"{""type"":""Point"",""coordinates"":[116.17086851664092,-1.4779837015661494]}"
Permanent Agriculture,1_1_1_1_2_3576,"{""type"":""Point"",""coordinates"":[110.2842793449016,-0.6024593530969647]}"
Permanent Agriculture,1_1_1_1_2_3585,"{""type"":""Point"",""coordinates"":[111.81470046858696,-2.9578113479050554]}"
Permanent Agriculture,1_1_1_1_2_3607,"{""type"":""Point"",""coordinates"":[111.41409379417468,0.3129309516005467]}"
Permanent Agriculture,1_1_1_1_2_3611,"{""type"":""Point"",""coordinates"":[116.77317578232864,0.2778270454604937]}"
Permanent Agriculture,1_1_1_1_2_3616,"{""type"":""Point"",""coordinates"":[112.93560529388112,-1.5177929075245733]}"
Permanent Agriculture,1_1_1_1_2_3623,"{""type"":""Point"",""coordinates"":[111.19250746346397,-1.9482200770068365]}"
Permanent Agriculture,1_1_1_1_2_3637,"{""type"":""Point"",""coordinates"":[112.01851892694654,0.07850888339714229]}"
Permanent Agriculture,1_1_1_1_2_3648,"{""type"":""Point"",""coordinates"":[111.84875248116528,0.5204048213007882]}"
Permanent Agriculture,1_1_1_1_2_3670,"{""type"":""Point"",""coordinates"":[118.01633812375448,2.2126883120028245]}"
Permanent Agriculture,1_1_1_1_2_3687,"{""type"":""Point"",""coordinates"":[111.57923304736826,-2.395530419183499]}"
Permanent Agriculture,1_1_1_1_2_3695,"{""type"":""Point"",""coordinates"":[115.92715296414791,-0.6547859646944701]}"
Permanent Agriculture,1_1_1_1_2_3699,"{""type"":""Point"",""coordinates"":[115.32333233896779,-3.3616432763081487]}"
Permanent Agriculture,1_1_1_1_2_3700,"{""type"":""Point"",""coordinates"":[117.97096831470073,1.5676609916604107]}"
Permanent Agriculture,1_1_1_1_2_3725,"{""type"":""Point"",""coordinates"":[111.88707296360712,0.6959080689189892]}"
Permanent Agriculture,1_1_1_1_2_3730,"{""type"":""Point"",""coordinates"":[109.15032625577376,0.48920148926578155]}"
Permanent Agriculture,1_1_1_1_2_3732,"{""type"":""Point"",""coordinates"":[109.60985419788011,-0.8537830652632699]}"
Permanent Agriculture,1_1_1_1_2_3750,"{""type"":""Point"",""coordinates"":[111.20947401673521,-0.21815853003045202]}"
Permanent Agriculture,1_1_1_1_2_3753,"{""type"":""Point"",""coordinates"":[115.44426076752401,-0.5189545286163028]}"
Permanent Agriculture,1_1_1_1_2_3766,"{""type"":""Point"",""coordinates"":[109.16848691192467,0.26729209337256093]}"
Permanent Agriculture,1_1_1_1_2_3782,"{""type"":""Point"",""coordinates"":[111.14144906137035,-2.1406330770434945]}"
Permanent Agriculture,1_1_1_1_2_3795,"{""type"":""Point"",""coordinates"":[111.70015847511421,0.2974228276002492]}"
Permanent Agriculture,1_1_1_1_2_3797,"{""type"":""Point"",""coordinates"":[116.85950544784227,0.14297026017877668]}"
Permanent Agriculture,1_1_1_1_2_3816,"{""type"":""Point"",""coordinates"":[109.56614453019702,0.01997804596942315]}"
Permanent Agriculture,1_1_1_1_2_3836,"{""type"":""Point"",""coordinates"":[113.85306061887769,-1.883529307437398]}"
Permanent Agriculture,1_1_1_1_2_3843,"{""type"":""Point"",""coordinates"":[111.24155030382073,0.6751065934664094]}"
Permanent Agriculture,1_1_1_1_2_3854,"{""type"":""Point"",""coordinates"":[114.97810702360903,-2.0315759955001966]}"
Permanent Agriculture,1_1_1_1_2_3863,"{""type"":""Point"",""coordinates"":[115.51120355905805,-0.22537052860230636]}"
Permanent Agriculture,1_1_1_1_2_3879,"{""type"":""Point"",""coordinates"":[117.1712187162074,4.278141974321936]}"
Permanent Agriculture,1_1_1_1_2_3891,"{""type"":""Point"",""coordinates"":[115.44222012354065,-0.6397661450669685]}"
Permanent Agriculture,1_1_1_1_2_3897,"{""type"":""Point"",""coordinates"":[109.55860021695754,0.15488848209976025]}"
Permanent Agriculture,1_1_1_1_2_3904,"{""type"":""Point"",""coordinates"":[109.6203162887971,1.2376725715329482]}"
Permanent Agriculture,1_1_1_1_2_3923,"{""type"":""Point"",""coordinates"":[111.68301078351388,-2.247633527719179]}"
Permanent Agriculture,1_1_1_1_2_3924,"{""type"":""Point"",""coordinates"":[117.47293528031267,-0.5557796267038495]}"
Permanent Agriculture,1_1_1_1_2_3949,"{""type"":""Point"",""coordinates"":[111.71086698116547,0.6379796364555798]}"
Permanent Agriculture,1_1_1_1_2_3960,"{""type"":""Point"",""coordinates"":[110.28547414882807,-1.077074185477868]}"
Permanent Agriculture,1_1_1_1_2_3962,"{""type"":""Point"",""coordinates"":[111.1163114860258,-2.1263705217363107]}"
Permanent Agriculture,1_1_1_1_2_3964,"{""type"":""Point"",""coordinates"":[113.96271680631732,-0.9086122815470169]}"
Permanent Agriculture,1_1_1_1_2_3966,"{""type"":""Point"",""coordinates"":[110.95453810842945,0.8176054302455399]}"
Permanent Agriculture,1_1_1_1_2_3991,"{""type"":""Point"",""coordinates"":[113.40798231034644,-0.9458443928398618]}"
Permanent Agriculture,1_1_1_1_2_4016,"{""type"":""Point"",""coordinates"":[115.63150980800263,-0.6343175553023874]}"
Permanent Agriculture,1_1_1_1_2_4020,"{""type"":""Point"",""coordinates"":[111.38369998935232,0.6428552439059294]}"
Permanent Agriculture,1_1_1_1_2_4046,"{""type"":""Point"",""coordinates"":[117.63339954857292,2.6437306152278963]}"
Permanent Agriculture,1_1_1_1_2_4050,"{""type"":""Point"",""coordinates"":[118.18189800805163,1.214832336779657]}"
Permanent Agriculture,1_1_1_1_2_4057,"{""type"":""Point"",""coordinates"":[111.6668149309418,-2.27287254636536]}"
Permanent Agriculture,1_1_1_1_2_4088,"{""type"":""Point"",""coordinates"":[111.41655843019613,-2.5414352844147623]}"
Permanent Agriculture,1_1_1_1_2_4103,"{""type"":""Point"",""coordinates"":[115.85388418737412,-0.7955901395472909]}"
Permanent Agriculture,1_1_1_1_2_4107,"{""type"":""Point"",""coordinates"":[112.71873945451304,-1.1222773095193663]}"
Permanent Agriculture,1_1_1_1_2_4119,"{""type"":""Point"",""coordinates"":[111.19890011281414,-2.1984519970958925]}"
Permanent Agriculture,1_1_1_1_2_4121,"{""type"":""Point"",""coordinates"":[112.14086973368113,0.6082905518758642]}"
Permanent Agriculture,1_1_1_1_2_4123,"{""type"":""Point"",""coordinates"":[109.90175641254844,0.1454715162830478]}"
Permanent Agriculture,1_1_1_1_2_4142,"{""type"":""Point"",""coordinates"":[109.44530340882608,1.7841421685003824]}"
Permanent Agriculture,1_1_1_1_2_4154,"{""type"":""Point"",""coordinates"":[115.57576393528831,-0.8297114132788114]}"
Permanent Agriculture,1_1_1_1_2_4156,"{""type"":""Point"",""coordinates"":[109.88271677966463,-0.03536168841127118]}"
Permanent Agriculture,1_1_1_1_2_4185,"{""type"":""Point"",""coordinates"":[111.1632440096056,-1.9738115890544035]}"
Permanent Agriculture,1_1_1_1_2_4209,"{""type"":""Point"",""coordinates"":[116.11140782465407,-2.219451281389642]}"
Permanent Agriculture,1_1_1_1_2_4215,"{""type"":""Point"",""coordinates"":[115.90365525242275,-2.846011654492374]}"
Permanent Agriculture,1_1_1_1_2_4239,"{""type"":""Point"",""coordinates"":[111.8442484804451,-2.679096623288675]}"
Permanent Agriculture,1_1_1_1_2_4257,"{""type"":""Point"",""coordinates"":[111.61868413339111,-1.327724071330536]}"
Permanent Agriculture,1_1_1_1_2_4258,"{""type"":""Point"",""coordinates"":[115.73526365480826,-0.7770393771642566]}"
Permanent Agriculture,1_1_1_1_2_4259,"{""type"":""Point"",""coordinates"":[112.20933751785702,0.548104761623993]}"
Permanent Agriculture,1_1_1_1_2_4285,"{""type"":""Point"",""coordinates"":[109.0898539665859,1.0437729056702376]}"
Permanent Agriculture,1_1_1_1_2_4287,"{""type"":""Point"",""coordinates"":[113.62026395413623,-1.5538217942291273]}"
Permanent Agriculture,1_1_1_1_2_4298,"{""type"":""Point"",""coordinates"":[111.08136245198848,0.32047225080619307]}"
Permanent Agriculture,1_1_1_1_2_4300,"{""type"":""Point"",""coordinates"":[109.34524965810725,1.7305774349731415]}"
Permanent Agriculture,1_1_1_1_2_4315,"{""type"":""Point"",""coordinates"":[111.03497845734698,-1.6722806547879026]}"
Permanent Agriculture,1_1_1_1_2_4337,"{""type"":""Point"",""coordinates"":[117.35710941321904,4.226277807493962]}"
Permanent Agriculture,1_1_1_1_2_4349,"{""type"":""Point"",""coordinates"":[115.13752592729242,-0.8898691312378899]}"
Permanent Agriculture,1_1_1_1_2_4356,"{""type"":""Point"",""coordinates"":[117.76473598449701,4.130413010376154]}"
Permanent Agriculture,1_1_1_1_2_4361,"{""type"":""Point"",""coordinates"":[112.65029367111663,0.4855577363142344]}"
Permanent Agriculture,1_1_1_1_2_4385,"{""type"":""Point"",""coordinates"":[110.01972596677703,0.724347018940627]}"
Permanent Agriculture,1_1_1_1_2_4394,"{""type"":""Point"",""coordinates"":[112.76241247686788,-1.8212764082250499]}"
Permanent Agriculture,1_1_1_1_2_4401,"{""type"":""Point"",""coordinates"":[111.28953123999108,-2.1651783758037113]}"
Permanent Agriculture,1_1_1_1_2_4420,"{""type"":""Point"",""coordinates"":[115.21008511153876,-0.9073758067372517]}"
Permanent Agriculture,1_1_1_1_2_4425,"{""type"":""Point"",""coordinates"":[116.6225929275196,3.4875034620735463]}"
Permanent Agriculture,1_1_1_1_2_4444,"{""type"":""Point"",""coordinates"":[109.54690849340209,1.3386723568604961]}"
Permanent Agriculture,1_1_1_1_2_4446,"{""type"":""Point"",""coordinates"":[112.73005467607697,-1.5329127497710326]}"
Permanent Agriculture,1_1_1_1_2_4458,"{""type"":""Point"",""coordinates"":[110.88287373555812,0.9591348426434154]}"
Permanent Agriculture,1_1_1_1_2_4459,"{""type"":""Point"",""coordinates"":[111.3405117764114,-0.059539708857639165]}"
Permanent Agriculture,1_1_1_1_2_4463,"{""type"":""Point"",""coordinates"":[116.02426190016816,-0.9358361034616182]}"
Permanent Agriculture,1_1_1_1_2_4472,"{""type"":""Point"",""coordinates"":[115.6077544072592,-3.201040499562154]}"
Permanent Agriculture,1_1_1_1_2_4500,"{""type"":""Point"",""coordinates"":[111.12064710937713,-2.1025338667213225]}"
Permanent Agriculture,1_1_1_1_2_4504,"{""type"":""Point"",""coordinates"":[110.36372759452284,-0.9969143837085721]}"
Permanent Agriculture,1_1_1_1_2_4507,"{""type"":""Point"",""coordinates"":[111.86285468361741,-1.953179945273581]}"
Permanent Agriculture,1_1_1_1_2_4509,"{""type"":""Point"",""coordinates"":[112.3925547636667,1.131100154313504]}"
Permanent Agriculture,1_1_1_1_2_4511,"{""type"":""Point"",""coordinates"":[115.52391540539291,-0.47627843955761756]}"
Permanent Agriculture,1_1_1_1_2_4512,"{""type"":""Point"",""coordinates"":[115.2493342089871,0.41599200781386136]}"
Permanent Agriculture,1_1_1_1_2_4514,"{""type"":""Point"",""coordinates"":[115.71129968297359,-0.08056422426936989]}"
Permanent Agriculture,1_1_1_1_2_4519,"{""type"":""Point"",""coordinates"":[109.90384840307182,-0.015499749314434746]}"
Permanent Agriculture,1_1_1_1_2_4524,"{""type"":""Point"",""coordinates"":[113.0025742631878,-1.7426376972930477]}"
Permanent Agriculture,1_1_1_1_2_4529,"{""type"":""Point"",""coordinates"":[109.28585964685828,-0.4713989407777067]}"
Permanent Agriculture,1_1_1_1_2_4545,"{""type"":""Point"",""coordinates"":[113.41757719119414,-2.0399888864614493]}"
Permanent Agriculture,1_1_1_1_2_4550,"{""type"":""Point"",""coordinates"":[109.98410532047906,-0.10916984187243066]}"
Permanent Agriculture,1_1_1_1_2_4556,"{""type"":""Point"",""coordinates"":[114.90062772790866,-1.574987239741991]}"
Permanent Agriculture,1_1_1_1_2_4569,"{""type"":""Point"",""coordinates"":[117.49108590092462,2.608192729491951]}"
Permanent Agriculture,1_1_1_1_2_4575,"{""type"":""Point"",""coordinates"":[117.64140344701912,2.643123084313215]}"
Permanent Agriculture,1_1_1_1_2_4589,"{""type"":""Point"",""coordinates"":[109.3806502875362,-0.31215489387951345]}"
Permanent Agriculture,1_1_1_1_2_4606,"{""type"":""Point"",""coordinates"":[111.47628640070768,0.7220366551847917]}"
Permanent Agriculture,1_1_1_1_2_4620,"{""type"":""Point"",""coordinates"":[113.86988939225877,-1.8819094148853208]}"
Permanent Agriculture,1_1_1_1_2_4626,"{""type"":""Point"",""coordinates"":[113.31953645147371,-1.8526681686823574]}"
Permanent Agriculture,1_1_1_1_2_4666,"{""type"":""Point"",""coordinates"":[115.85191030200637,-0.7977433376613408]}"
Permanent Agriculture,1_1_1_1_2_4669,"{""type"":""Point"",""coordinates"":[111.90109370339543,-1.8680668495397907]}"
Permanent Agriculture,1_1_1_1_2_4671,"{""type"":""Point"",""coordinates"":[111.8919720497136,-2.037565244741376]}"
Permanent Agriculture,1_1_1_1_2_4690,"{""type"":""Point"",""coordinates"":[117.73660892293715,2.287234795359907]}"
Permanent Agriculture,1_1_1_1_2_4693,"{""type"":""Point"",""coordinates"":[112.87896609512433,-1.388984230284515]}"
Permanent Agriculture,1_1_1_1_2_4708,"{""type"":""Point"",""coordinates"":[110.16423564457605,-1.4254582863733656]}"
Permanent Agriculture,1_1_1_1_2_4729,"{""type"":""Point"",""coordinates"":[109.69078874096165,1.477689801913366]}"
Permanent Agriculture,1_1_1_1_2_4738,"{""type"":""Point"",""coordinates"":[117.52018748608288,2.558497709113632]}"
Permanent Agriculture,1_1_1_1_2_4756,"{""type"":""Point"",""coordinates"":[112.00566473263063,-2.0683723029527386]}"
Permanent Agriculture,1_1_1_1_2_4764,"{""type"":""Point"",""coordinates"":[116.34638253098667,-2.19342549379204]}"
Permanent Agriculture,1_1_1_1_2_4771,"{""type"":""Point"",""coordinates"":[111.32761787240378,-2.1957184033442707]}"
Permanent Agriculture,1_1_1_1_2_4821,"{""type"":""Point"",""coordinates"":[111.3055905261054,0.7796736161030803]}"
Permanent Agriculture,1_1_1_1_2_4824,"{""type"":""Point"",""coordinates"":[117.53522089034986,2.6547159538293514]}"
Permanent Agriculture,1_1_1_1_2_4844,"{""type"":""Point"",""coordinates"":[116.0461157840317,-1.8396483119878422]}"
Permanent Agriculture,1_1_1_1_2_4849,"{""type"":""Point"",""coordinates"":[110.21917514368842,-0.8543391277122329]}"
Permanent Agriculture,1_1_1_1_2_4857,"{""type"":""Point"",""coordinates"":[110.21178534699266,0.9557129734511198]}"
Permanent Agriculture,1_1_1_1_2_4860,"{""type"":""Point"",""coordinates"":[109.11191531145835,0.585816487478373]}"
Permanent Agriculture,1_1_1_1_2_4875,"{""type"":""Point"",""coordinates"":[111.38432179487751,-2.465691217984701]}"
Permanent Agriculture,1_1_1_1_2_4894,"{""type"":""Point"",""coordinates"":[109.79094957645489,0.12140047299007624]}"
Permanent Agriculture,1_1_1_1_2_4902,"{""type"":""Point"",""coordinates"":[117.93763170182258,0.8574967153003206]}"
Permanent Agriculture,1_1_1_1_2_4903,"{""type"":""Point"",""coordinates"":[115.76699768834631,-0.922533014206252]}"
Permanent Agriculture,1_1_1_1_2_4907,"{""type"":""Point"",""coordinates"":[110.59073395665237,-1.9296303064020435]}"
Permanent Agriculture,1_1_1_1_2_4915,"{""type"":""Point"",""coordinates"":[109.67928370338828,-0.36122125940326855]}"
Permanent Agriculture,1_1_1_1_2_4947,"{""type"":""Point"",""coordinates"":[111.51955203664691,-2.377954869201116]}"
Permanent Agriculture,1_1_1_1_2_4971,"{""type"":""Point"",""coordinates"":[117.9820371420986,1.5957574010390632]}"
Permanent Agriculture,1_1_1_1_2_4975,"{""type"":""Point"",""coordinates"":[109.48628818066494,-0.3095424499065175]}"
Permanent Agriculture,1_1_1_1_2_4980,"{""type"":""Point"",""coordinates"":[109.64024737427283,1.5339666444946678]}"
Permanent Agriculture,1_1_1_1_2_4984,"{""type"":""Point"",""coordinates"":[110.30206644345563,-1.5455076476711207]}"
Permanent Agriculture,1_1_1_1_2_4988,"{""type"":""Point"",""coordinates"":[109.48229885579154,1.6211811235302804]}"
Permanent Agriculture,1_1_1_1_2_4997,"{""type"":""Point"",""coordinates"":[110.9309676709909,-1.99253780092125]}"
Permanent Agriculture,1_1_1_1_2_4998,"{""type"":""Point"",""coordinates"":[111.66215258581713,-1.9083681857285706]}"
Hard commodities,1_1_1_2_76,"{""type"":""Point"",""coordinates"":[113.83200431184771,-1.4974975458293862]}"
